Flow ID, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags,Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,RST Flag Count,URG Flag Count,Down/Up Ratio, Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Inbound, Label
172.16.0.5-192.168.50.1-900-5129-17,900,5129,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-52781-17,900,52781,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-16033-17,900,16033,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-3601-17,900,3601,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-44208-17,900,44208,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-55986-17,900,55986,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-56609-17,900,56609,17,49,2,0,2944,0,1472,1472,1472,0,0,0,0,6.01E+07,40816.32653,49,0,49,49,49,49,0,49,49,0,0,0,0,0,0,-2,0,40816.32653,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-56998-17,900,56998,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-45847-17,900,45847,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-27005-17,900,27005,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-692-60738-17,692,60738,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-32979-17,900,32979,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-46454-17,900,46454,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-33057-17,900,33057,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-41715-17,900,41715,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-54460-17,900,54460,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-49498-17,900,49498,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-57513-17,900,57513,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-26703-17,900,26703,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-59033-17,900,59033,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-59742-17,900,59742,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-47379-17,900,47379,17,1,2,0,2736,0,1368,1368,1368,0,0,0,0,2.74E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1368,1368,1368,0,0,0,0,0,2052,1368,0,-2,2,2736,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-32421-17,900,32421,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-44000-17,900,44000,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-3068-17,900,3068,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-60432-17,900,60432,17,1,2,0,2928,0,1464,1464,1464,0,0,0,0,2.93E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1464,1464,1464,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-28781-17,900,28781,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-16386-17,900,16386,17,53,2,0,2944,0,1472,1472,1472,0,0,0,0,5.55E+07,37735.84906,53,0,53,53,53,53,0,53,53,0,0,0,0,0,0,-2,0,37735.84906,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-46848-17,900,46848,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-51919-17,900,51919,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-26749-17,900,26749,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-55660-17,900,55660,17,1,2,0,2928,0,1464,1464,1464,0,0,0,0,2.93E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1464,1464,1464,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-28117-17,900,28117,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-23396-17,900,23396,17,1,2,0,2928,0,1464,1464,1464,0,0,0,0,2.93E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1464,1464,1464,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-42558-17,900,42558,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-8910-17,900,8910,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-15910-17,900,15910,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-28523-17,900,28523,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-37331-17,900,37331,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-51348-17,900,51348,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-4032-17,900,4032,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-47783-17,900,47783,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-18197-17,900,18197,17,1,2,0,2928,0,1464,1464,1464,0,0,0,0,2.93E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1464,1464,1464,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-25734-17,900,25734,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-38895-17,900,38895,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-18022-17,900,18022,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-219-17,900,219,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-9500-17,900,9500,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-64187-17,900,64187,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-50269-17,900,50269,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-32303-17,900,32303,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-20420-17,900,20420,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-38562-17,900,38562,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-18553-17,900,18553,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-10473-17,900,10473,17,47,2,0,2944,0,1472,1472,1472,0,0,0,0,6.26E+07,42553.19149,47,0,47,47,47,47,0,47,47,0,0,0,0,0,0,-2,0,42553.19149,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-57049-17,900,57049,17,1,2,0,2848,0,1424,1424,1424,0,0,0,0,2.85E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1424,1424,1424,0,0,0,0,0,2136,1424,0,-2,2,2848,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-57774-17,900,57774,17,45,2,0,2944,0,1472,1472,1472,0,0,0,0,6.54E+07,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,0,-2,0,44444.44444,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-16554-17,900,16554,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-35017-17,900,35017,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-43259-17,900,43259,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-59608-17,900,59608,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-31831-17,900,31831,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-4448-17,900,4448,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-16436-17,900,16436,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2,0,1000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-5790-17,900,5790,17,1,2,0,2928,0,1464,1464,1464,0,0,0,0,2.93E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1464,1464,1464,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-3789-17,900,3789,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-38387-17,900,38387,17,52,2,0,2944,0,1472,1472,1472,0,0,0,0,5.66E+07,38461.53846,52,0,52,52,52,52,0,52,52,0,0,0,0,0,0,-2,0,38461.53846,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-20325-17,900,20325,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-41579-17,900,41579,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-14071-17,900,14071,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-23954-17,900,23954,17,1,2,0,2848,0,1424,1424,1424,0,0,0,0,2.85E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1424,1424,1424,0,0,0,0,0,2136,1424,0,-2,2,2848,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-38940-17,900,38940,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-14452-17,900,14452,17,1,2,0,2928,0,1464,1464,1464,0,0,0,0,2.93E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1464,1464,1464,0,0,0,0,0,2196,1464,0,-2,2,2928,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
172.16.0.5-192.168.50.1-900-22663-17,900,22663,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,2000000,0,1472,1472,1472,0,0,0,0,0,2208,1472,0,-2,2,2944,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2
