Flow ID, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, RST Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Inbound, Label
172.16.0.5-192.168.50.1-806-45579-17,806,45579,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-33452-162-17,33452,162,17,3,2,0,182,0,91,91,91,0,0,0,0,6.07E+07,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,91,91,91,0,0,0,0,0,0,0,136.5,91,0,-2125437950,2,182,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-594-17,672,594,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-807-11898-17,807,11898,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-808-34160-17,808,34160,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-809-5455-17,809,5455,17,2,2,0,2788,0,1394,1394,1394,0,0,0,0,1.39E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1394,1394,1394,0,0,0,0,0,0,0,2091,1394,0,-2125437950,2,2788,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-810-1515-17,810,1515,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-811-23079-17,811,23079,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-812-27474-17,812,27474,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-813-62659-17,813,62659,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-814-54916-17,814,54916,17,2,2,0,2928,0,1464,1464,1464,0,0,0,0,1.46E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2125437950,2,2928,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-815-59780-17,815,59780,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-816-22327-17,816,22327,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-817-56791-17,817,56791,17,2,2,0,2736,0,1368,1368,1368,0,0,0,0,1.37E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,-2125437950,2,2736,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-818-65076-17,818,65076,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-819-25279-17,819,25279,17,1,2,0,2740,0,1370,1370,1370,0,0,0,0,2.74E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2125437950,0,2000000,0,1370,1370,1370,0,0,0,0,0,0,0,2055,1370,0,-2125437950,2,2740,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-820-48468-17,820,48468,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-821-34019-17,821,34019,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-822-37143-17,822,37143,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-301-17,672,301,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-823-23288-17,823,23288,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-824-61928-17,824,61928,17,2,2,0,2702,0,1351,1351,1351,0,0,0,0,1.35E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1351,1351,1351,0,0,0,0,0,0,0,2026.5,1351,0,-2125437950,2,2702,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-825-57818-17,825,57818,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-826-52029-17,826,52029,17,2,2,0,2928,0,1464,1464,1464,0,0,0,0,1.46E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2125437950,2,2928,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-827-16019-17,827,16019,17,2,2,0,2760,0,1380,1380,1380,0,0,0,0,1.38E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1380,1380,1380,0,0,0,0,0,0,0,2070,1380,0,-2125437950,2,2760,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-828-49321-17,828,49321,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-829-56836-17,829,56836,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-830-40440-17,830,40440,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-831-18291-17,831,18291,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-832-32359-17,832,32359,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-833-17387-17,833,17387,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-834-6130-17,834,6130,17,1,2,0,2760,0,1380,1380,1380,0,0,0,0,2.76E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2125437950,0,2000000,0,1380,1380,1380,0,0,0,0,0,0,0,2070,1380,0,-2125437950,2,2760,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-835-11394-17,835,11394,17,1,2,0,2944,0,1472,1472,1472,0,0,0,0,2.94E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2125437950,0,2000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-836-20504-17,836,20504,17,2,2,0,2736,0,1368,1368,1368,0,0,0,0,1.37E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,-2125437950,2,2736,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-837-39743-17,837,39743,17,2,2,0,2800,0,1400,1400,1400,0,0,0,0,1.40E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1400,1400,1400,0,0,0,0,0,0,0,2100,1400,0,-2125437950,2,2800,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-838-39443-17,838,39443,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-839-62970-17,839,62970,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-840-56809-17,840,56809,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-841-4798-17,841,4798,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-842-58825-17,842,58825,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-843-30963-17,843,30963,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-42881-17,672,42881,17,3,2,0,2928,0,1464,1464,1464,0,0,0,0,9.76E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2125437950,2,2928,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-844-18439-17,844,18439,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-845-63181-17,845,63181,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-846-57854-17,846,57854,17,2,2,0,2758,0,1379,1379,1379,0,0,0,0,1.38E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1379,1379,1379,0,0,0,0,0,0,0,2068.5,1379,0,-2125437950,2,2758,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-847-41637-17,847,41637,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-6738-17,672,6738,17,1,2,0,2774,0,1387,1387,1387,0,0,0,0,2.77E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2125437950,0,2000000,0,1387,1387,1387,0,0,0,0,0,0,0,2080.5,1387,0,-2125437950,2,2774,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-29380-17,672,29380,17,2,2,0,2848,0,1424,1424,1424,0,0,0,0,1.42E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1424,1424,1424,0,0,0,0,0,0,0,2136,1424,0,-2125437950,2,2848,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-848-26565-17,848,26565,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-849-14210-17,849,14210,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-850-13569-17,850,13569,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-851-13653-17,851,13653,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-852-52591-17,852,52591,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-853-34396-17,853,34396,17,2,2,0,2756,0,1378,1378,1378,0,0,0,0,1.38E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1378,1378,1378,0,0,0,0,0,0,0,2067,1378,0,-2125437950,2,2756,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-854-43265-17,854,43265,17,1,2,0,2850,0,1425,1425,1425,0,0,0,0,2.85E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2125437950,0,2000000,0,1425,1425,1425,0,0,0,0,0,0,0,2137.5,1425,0,-2125437950,2,2850,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-855-51069-17,855,51069,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-856-4860-17,856,4860,17,1,2,0,2394,0,1197,1197,1197,0,0,0,0,2.39E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2125437950,0,2000000,0,1197,1197,1197,0,0,0,0,0,0,0,1795.5,1197,0,-2125437950,2,2394,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-857-10936-17,857,10936,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-858-7556-17,858,7556,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-859-22719-17,859,22719,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-860-43620-17,860,43620,17,2,2,0,2928,0,1464,1464,1464,0,0,0,0,1.46E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1464,1464,1464,0,0,0,0,0,0,0,2196,1464,0,-2125437950,2,2928,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-861-59958-17,861,59958,17,1,2,0,2774,0,1387,1387,1387,0,0,0,0,2.77E+09,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,-2125437950,0,2000000,0,1387,1387,1387,0,0,0,0,0,0,0,2080.5,1387,0,-2125437950,2,2774,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-672-31185-17,672,31185,17,3,2,0,2944,0,1472,1472,1472,0,0,0,0,9.81E+08,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,-2125437950,0,666666.6667,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-862-55101-17,862,55101,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-863-34719-17,863,34719,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-864-46643-17,864,46643,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-865-10322-17,865,10322,17,2,2,0,2944,0,1472,1472,1472,0,0,0,0,1.47E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1472,1472,1472,0,0,0,0,0,0,0,2208,1472,0,-2125437950,2,2944,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
172.16.0.5-192.168.50.1-866-43620-17,866,43620,17,2,2,0,2736,0,1368,1368,1368,0,0,0,0,1.37E+09,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,-2125437950,0,1000000,0,1368,1368,1368,0,0,0,0,0,0,0,2052,1368,0,-2125437950,2,2736,0,0,-1,-1,1,-1062718975,0,0,0,0,0,0,0,0,1,4
