Flow ID, Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, SYN Flag Count, RST Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Inbound, Label
172.16.0.5-192.168.50.1-64959-22-6,64959,22,6,15665512,33,42,2918,4722,648,0,88.42424242,158.8265623,976,112.4285714,264.9573498,487.6955187,4.787586898,211696.1081,491550.2134,2687733,1,15665512,489547.25,989205.3985,4176732,1,15172335,370056.9512,616196.9843,2687733,1,0,1072,1384,2.106538235,2.681048663,0,976,100.5263158,222.3035447,49418.86596,0,0,1,0,0,1,101.8666667,88.42424242,112.4285714,1072,33,2918,42,4722,29200,247,22,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-55311-80-6,80,55311,6,127,1,1,0,0,0,0,0,0,0,0,0,0,15748.0315,127,0,127,127,0,0,0,0,0,0,0,0,0,0,0,32,32,7874.015748,7874.015748,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-55311-80-6,55311,80,6,131,1,2,0,0,0,0,0,0,0,0,0,0,22900.76336,65.5,88.38834765,128,3,0,0,0,0,0,3,3,0,3,3,0,32,64,7633.587786,15267.17557,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-42166-80-6,42166,80,6,4695017,9,6,1080,2146,540,0,120,238.117618,1073,357.6666667,554.0948174,687.1114631,3.194876611,335358.3571,1254476.6,4693907,2,4695017,586877.125,1659490.684,4693907,2,906,181.2,254.4881137,549,2,0,304,208,1.916925966,1.277950644,0,1073,201.625,386.0410816,149027.7167,0,0,1,0,0,0,215.0666667,120,357.6666667,304,9,1080,6,2146,65535,235,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-39887-80-6,39887,80,6,4230455,9,6,1194,2146,597,0,132.6666667,263.2522555,1073,357.6666667,554.0948174,789.5131848,3.545717896,302175.3571,1130259.624,4229145,2,4230455,528806.875,1495162.41,4229145,2,1046,209.2,284.1860306,543,2,0,304,208,2.127430737,1.418287158,0,1073,208.75,393.1285625,154550.0667,0,0,1,0,0,0,222.6666667,132.6666667,357.6666667,304,9,1194,6,2146,65535,236,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-42166-80-6,42166,80,6,172,1,1,0,0,0,0,0,0,0,0,0,0,11627.90698,172,0,172,172,0,0,0,0,0,0,0,0,0,0,0,32,32,5813.953488,5813.953488,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-42166-80-6,80,42166,6,98,1,2,0,0,0,0,0,0,0,0,0,0,30612.2449,49,66.46803743,96,2,0,0,0,0,0,2,2,0,2,2,0,32,64,10204.08163,20408.16327,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-39887-80-6,39887,80,6,110,1,1,0,0,0,0,0,0,0,0,0,0,18181.81818,110,0,110,110,0,0,0,0,0,0,0,0,0,0,0,32,32,9090.909091,9090.909091,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,236,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-39887-80-6,80,39887,6,27,1,2,0,0,0,0,0,0,0,0,0,0,111111.1111,13.5,17.67766953,26,1,0,0,0,0,0,1,1,0,1,1,0,32,64,37037.03704,74074.07407,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,236,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-41549-80-6,41549,80,6,4987153,9,6,1032,2146,516,0,114.6666667,227.5346128,1073,357.6666667,554.0948174,637.2373176,3.007728056,356225.2143,1332556.107,4986053,2,4987153,623394.125,1762780.397,4986053,3,895,179,248.4371148,524,2,0,304,208,1.804636834,1.203091223,0,1073,198.625,383.3136009,146929.3167,0,0,1,0,0,0,211.8666667,114.6666667,357.6666667,304,9,1032,6,2146,65535,235,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-64959-22-6,64959,22,6,1053,1,3,0,0,0,0,0,0,0,0,0,0,3798.670465,351,522.7360711,952,2,0,0,0,0,0,954,477,671.7514421,952,2,0,32,96,949.6676163,2849.002849,0,0,0,0,0,0,0,0,1,1,3,0,0,0,32,1,0,3,0,259,247,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-64959-22-6,22,64959,6,492227,1,2,0,0,0,0,0,0,0,0,0,0,6.094748967,246113.5,348054.2212,492225,2,0,0,0,0,0,2,2,0,2,2,0,32,64,2.031582989,4.063165978,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,247,259,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-40035-80-6,40035,80,6,4949418,9,6,1144,2146,572,0,127.1111111,252.2282917,1073,357.6666667,554.0948174,664.7246201,3.030659362,353529.8571,1322440.787,4948213,1,4949418,618677.25,1749396.636,4948213,2,974,194.8,264.692652,511,1,0,304,208,1.818395617,1.212263745,0,1073,205.625,389.9162089,152034.65,0,0,1,0,0,0,219.3333333,127.1111111,357.6666667,304,9,1144,6,2146,65535,236,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-59466-80-6,59466,80,6,5608386,12,9,1658,4290,441,0,138.1666667,204.7103645,1073,476.6666667,565.2572423,1060.554677,3.744392772,280419.3,1120146.423,5005063,2,603323,54847.54545,181324.4977,601561,2,5608219,701027.375,1751857.946,5005187,2,0,400,304,2.139653012,1.604739759,0,1073,270.3636364,418.782424,175378.7186,0,0,1,0,0,0,283.2380952,138.1666667,476.6666667,400,12,1658,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-41549-80-6,41549,80,6,197,1,1,0,0,0,0,0,0,0,0,0,0,10152.28426,197,0,197,197,0,0,0,0,0,0,0,0,0,0,0,32,32,5076.142132,5076.142132,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-41549-80-6,80,41549,6,123,1,2,0,0,0,0,0,0,0,0,0,0,24390.2439,61.5,84.14570696,121,2,0,0,0,0,0,2,2,0,2,2,0,32,64,8130.081301,16260.1626,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-40035-80-6,40035,80,6,190,1,1,0,0,0,0,0,0,0,0,0,0,10526.31579,190,0,190,190,0,0,0,0,0,0,0,0,0,0,0,32,32,5263.157895,5263.157895,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,236,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-40035-80-6,80,40035,6,97,1,2,0,0,0,0,0,0,0,0,0,0,30927.83505,48.5,64.34671709,94,3,0,0,0,0,0,3,3,0,3,3,0,32,64,10309.27835,20618.5567,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,236,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-59466-80-6,80,59466,6,171,1,1,0,0,0,0,0,0,0,0,0,0,11695.90643,171,0,171,171,0,0,0,0,0,0,0,0,0,0,0,32,32,5847.953216,5847.953216,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-59466-80-6,59466,80,6,131,1,2,0,0,0,0,0,0,0,0,0,0,22900.76336,65.5,89.80256121,129,2,0,0,0,0,0,2,2,0,2,2,0,32,64,7633.587786,15267.17557,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-14140-80-6,14140,80,6,2,1,1,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,32,32,500000,500000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,227,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-14140-80-6,14140,80,6,3,2,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,64,2,0,0,0,64,-1,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-14140-80-6,80,14140,6,2,2,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,64,0,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,64,2,0,0,0,227,-1,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-44031-80-6,44031,80,6,192840,9,6,814,2146,407,0,90.44444444,179.4701306,1073,357.6666667,554.0948174,15349.51255,77.78469197,13774.28571,51216.74065,191721,1,192840,24105,67727.4614,191721,2,915,183,248.057453,469,1,0,304,208,46.67081518,31.11387679,0,1073,185,372.9482538,139090.4,0,0,1,0,0,0,197.3333333,90.44444444,357.6666667,304,9,814,6,2146,65535,235,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-44032-80-6,44032,80,6,12937512,5,2,0,0,0,0,0,0,0,0,0,0,0.5410623,2156252,5281622.117,12937318,2,12937512,3234378,6468626.667,12937318,3,2,2,0,2,2,0,176,80,0.386473071,0.154589229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-44031-80-6,44031,80,6,192,1,1,0,0,0,0,0,0,0,0,0,0,10416.66667,192,0,192,192,0,0,0,0,0,0,0,0,0,0,0,32,32,5208.333333,5208.333333,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-44031-80-6,80,44031,6,99,1,2,0,0,0,0,0,0,0,0,0,0,30303.0303,49.5,65.76093065,96,3,0,0,0,0,0,3,3,0,3,3,0,32,64,10101.0101,20202.0202,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-32473-22-6,32473,22,6,12172219,33,36,2750,4378,648,0,83.33333333,160.2704095,976,121.6111111,285.6925698,585.5957735,5.668645955,179003.2206,452592.2735,2452033,1,12172219,380381.8438,753403.0526,2954770,1,11669509,333414.5429,590364.2608,2452033,1,0,1088,1184,2.711091544,2.957554411,0,976,101.8285714,232.0178011,53832.26004,0,0,1,0,0,1,103.3043478,83.33333333,121.6111111,1088,33,2750,36,4378,29200,247,20,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-43605-80-6,43605,80,6,5006081,8,7,1088,2146,544,0,136,251.8230671,1073,306.5714286,523.5703891,646.0143174,2.996355832,357577.2143,1337601.3,5004934,2,1147,163.8571429,215.6744681,535,2,5005933,834322.1667,2043234.941,5005058,3,0,272,240,1.598056444,1.398299388,0,1073,202.125,386.5106941,149390.5167,0,0,1,0,0,0,215.6,136,306.5714286,272,8,1088,7,2146,65535,235,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-44032-80-6,44032,80,6,186,1,1,0,0,0,0,0,0,0,0,0,0,10752.68817,186,0,186,186,0,0,0,0,0,0,0,0,0,0,0,32,32,5376.344086,5376.344086,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-44032-80-6,80,44032,6,2,1,2,0,0,0,0,0,0,0,0,0,0,1500000,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,32,64,500000,1000000,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-37716-80-6,37716,80,6,4775330,9,6,1194,2146,597,0,132.6666667,263.2522555,1073,357.6666667,554.0948174,699.4281024,3.141144172,341095,1275923.308,4774158,2,4775330,596916.25,1687860.568,4774158,3,965,193,263.099791,525,2,0,304,208,1.884686503,1.256457669,0,1073,208.75,393.1285625,154550.0667,0,0,1,0,0,0,222.6666667,132.6666667,357.6666667,304,9,1194,6,2146,65535,236,2,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28314-80-6,28314,80,6,5346918,12,9,1778,4290,472,0,148.1666667,219.4840368,1073,476.6666667,565.2572423,1134.859371,3.927496176,267345.9,1117712.189,5005028,2,341890,31080.90909,102408.7816,339854,2,5346806,668350.75,1756361.761,5005124,2,0,400,304,2.244283529,1.683212647,0,1073,275.8181818,420.9234334,177176.5368,0,0,1,0,0,0,288.952381,148.1666667,476.6666667,400,12,1778,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-43605-80-6,80,43605,6,106,1,1,0,0,0,0,0,0,0,0,0,0,18867.92453,106,0,106,106,0,0,0,0,0,0,0,0,0,0,0,32,32,9433.962264,9433.962264,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,235,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-43605-80-6,43605,80,6,106,1,2,0,0,0,0,0,0,0,0,0,0,28301.88679,53,72.12489168,104,2,0,0,0,0,0,2,2,0,2,2,0,32,64,9433.962264,18867.92453,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,235,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-37716-80-6,37716,80,6,135,1,1,0,0,0,0,0,0,0,0,0,0,14814.81481,135,0,135,135,0,0,0,0,0,0,0,0,0,0,0,32,32,7407.407407,7407.407407,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,236,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-37716-80-6,80,37716,6,92,1,2,0,0,0,0,0,0,0,0,0,0,32608.69565,46,62.22539674,90,2,0,0,0,0,0,2,2,0,2,2,0,32,64,10869.56522,21739.13043,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,236,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-58816-80-6,58816,80,6,6341052,12,9,1730,4290,459,0,144.1666667,213.5470284,1073,476.6666667,565.2572423,949.3692845,3.311753318,317052.6,1142545.558,5004886,1,1336166,121469.6364,400256.9797,1328276,2,6340983,792622.875,1764350.022,5005043,1,0,400,304,1.892430467,1.419322851,0,1073,273.6363636,420.020923,176417.5758,0,0,1,0,0,0,286.6666667,144.1666667,476.6666667,400,12,1730,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-41212-8201-6,41212,8201,6,137218,4,2,0,0,0,0,0,0,0,0,0,0,43.72604177,27443.6,61272.99461,137052,3,137218,45739.33333,79217.65309,137212,3,3,3,0,3,3,0,80,40,29.15069452,14.57534726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,4,0,2,0,1024,0,0,20,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-32473-22-6,32473,22,6,491565,5,2,0,0,0,0,0,0,0,0,0,0,14.24023273,81927.5,200625.2167,491452,1,491565,122891.25,245779.1667,491560,1,3,3,0,3,3,0,136,64,10.1715948,4.068637922,0,0,0,0,0,0,0,0,1,1,0,0,0,0,136,5,0,2,0,259,247,0,20,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28314-80-6,80,28314,6,125,1,1,0,0,0,0,0,0,0,0,0,0,16000,125,0,125,125,0,0,0,0,0,0,0,0,0,0,0,32,32,8000,8000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-28314-80-6,28314,80,6,62,1,2,0,0,0,0,0,0,0,0,0,0,48387.09677,31,41.01219331,60,2,0,0,0,0,0,2,2,0,2,2,0,32,64,16129.03226,32258.06452,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-44150-445-6,44150,445,6,359759,4,2,0,0,0,0,0,0,0,0,0,0,16.67783155,71951.8,160832.6599,359658,2,359759,119919.6667,207701.7593,359753,3,2,2,0,2,2,0,80,40,11.11855437,5.559277183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,4,0,2,0,1024,0,0,20,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-0-0-0,0,0,0,119,2,2,0,0,0,0,0,0,0,0,0,0,33613.44538,39.66666667,65.24058042,115,2,2,2,0,2,2,2,2,0,2,2,0,0,0,16806.72269,16806.72269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-58816-80-6,80,58816,6,215,1,1,0,0,0,0,0,0,0,0,0,0,9302.325581,215,0,215,215,0,0,0,0,0,0,0,0,0,0,0,32,32,4651.162791,4651.162791,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-58816-80-6,58816,80,6,1,1,2,0,0,0,0,0,0,0,0,0,0,3000000,0.5,0.707106781,1,0,0,0,0,0,0,1,1,0,1,1,0,32,64,1000000,2000000,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28625-80-6,28625,80,6,5392060,12,9,1670,4290,445,0,139.1666667,206.2306006,1073,476.6666667,565.2572423,1105.328947,3.894615416,269603,1117800.879,5004865,2,387195,35199.54545,114678.005,380941,2,5391924,673990.5,1755073.661,5005049,2,0,400,304,2.225494523,1.669120893,0,1073,270.9090909,418.9930002,175555.1342,0,0,1,0,0,0,283.8095238,139.1666667,476.6666667,400,12,1670,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28626-80-6,28626,80,6,10719967,5,2,0,0,0,0,0,0,0,0,0,0,0.652987085,1786661.167,4376299.445,10719745,1,10719967,2679991.75,5359835.501,10719745,2,1,1,0,1,1,0,176,80,0.466419346,0.186567739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28627-80-6,28627,80,6,10458929,5,2,0,0,0,0,0,0,0,0,0,0,0.669284589,1743154.833,4269718.88,10458682,2,10458929,2614732.25,5229299.835,10458682,2,3,3,0,3,3,0,176,80,0.478060421,0.191224168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-57550-80-6,57550,80,6,5415027,12,9,2004,4290,528,0,167,247.2120915,1073,476.6666667,565.2572423,1162.321074,3.878097007,270751.35,1117842.874,5004984,2,410043,37276.63636,119522.9891,397517,2,5414878,676859.75,1754350.444,5005065,2,0,400,304,2.216055432,1.662041574,0,1073,286.0909091,425.7928078,181299.5152,0,0,1,0,0,0,299.7142857,167,476.6666667,400,12,2004,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-16307-80-6,16307,80,6,29899587,5,2,0,0,0,0,0,0,0,0,0,0,0.234116946,4983264.5,12206327.42,29899326,2,29899587,7474896.75,14949619.5,29899326,2,2,2,0,2,2,0,176,80,0.16722639,0.066890556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28625-80-6,80,28625,6,174,1,1,0,0,0,0,0,0,0,0,0,0,11494.25287,174,0,174,174,0,0,0,0,0,0,0,0,0,0,0,32,32,5747.126437,5747.126437,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-28625-80-6,28625,80,6,137,1,2,0,0,0,0,0,0,0,0,0,0,21897.81022,68.5,94.0452019,135,2,0,0,0,0,0,2,2,0,2,2,0,32,64,7299.270073,14598.54015,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-57550-80-6,80,57550,6,166,1,1,0,0,0,0,0,0,0,0,0,0,12048.19277,166,0,166,166,0,0,0,0,0,0,0,0,0,0,0,32,32,6024.096386,6024.096386,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-57550-80-6,57550,80,6,124,1,2,0,0,0,0,0,0,0,0,0,0,24193.54839,62,83.43860018,121,3,0,0,0,0,0,3,3,0,3,3,0,32,64,8064.516129,16129.03226,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28627-80-6,28627,80,6,204,1,1,0,0,0,0,0,0,0,0,0,0,9803.921569,204,0,204,204,0,0,0,0,0,0,0,0,0,0,0,32,32,4901.960784,4901.960784,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28627-80-6,80,28627,6,103,1,2,0,0,0,0,0,0,0,0,0,0,29126.21359,51.5,70.00357134,101,2,0,0,0,0,0,2,2,0,2,2,0,32,64,9708.737864,19417.47573,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-28626-80-6,28626,80,6,131,1,1,0,0,0,0,0,0,0,0,0,0,15267.17557,131,0,131,131,0,0,0,0,0,0,0,0,0,0,0,32,32,7633.587786,7633.587786,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,64,227,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-28626-80-6,80,28626,6,95,1,2,0,0,0,0,0,0,0,0,0,0,31578.94737,47.5,62.93250353,92,3,0,0,0,0,0,3,3,0,3,3,0,32,64,10526.31579,21052.63158,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,227,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-60000-3389-6,60000,3389,6,98,2,2,0,0,0,0,0,0,0,0,0,0,40816.32653,32.66666667,53.11622477,94,2,2,2,0,2,2,2,2,0,2,2,0,40,40,20408.16327,20408.16327,0,0,0,0,0,0,0,1,0,0,1,0,0,0,40,2,0,2,0,1024,0,0,20,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-63720-80-6,63720,80,6,5518469,12,9,1744,4290,463,0,145.3333333,215.2881086,1073,476.6666667,565.2572423,1093.419207,3.805403274,275923.45,1118349.335,5004905,3,513564,46687.63636,145953.2832,486135,3,5518362,689795.25,1751783.02,5005004,3,0,400,304,2.174516157,1.630887117,0,1073,274.2727273,420.2813323,176636.3983,0,0,1,0,0,0,287.3333333,145.3333333,476.6666667,400,12,1744,9,4290,65535,243,4,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-13927-80-6,13927,80,6,16931544,5,2,0,0,0,0,0,0,0,0,0,0,0.413429514,2821924,6912167.585,16931327,2,16931544,4232886,8465627.334,16931327,2,2,2,0,2,2,0,176,80,0.295306795,0.118122718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,176,5,0,2,0,65535,28960,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-44252-22-6,44252,22,6,3347781,23,24,1426,2834,440,0,62,122.4221459,976,118.0833333,275.4697043,1272.48467,14.03915011,72777.84783,271636.088,1822947,1,3347781,152171.8636,420993.9131,1993975,2,3220184,140008,381143.9576,1822947,1,0,752,784,6.870222395,7.168927717,0,976,88.75,212.3838857,45106.91489,0,0,1,0,0,1,90.63829787,62,118.0833333,752,23,1426,24,2834,29200,235,14,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-63720-80-6,80,63720,6,242,1,1,0,0,0,0,0,0,0,0,0,0,8264.46281,242,0,242,242,0,0,0,0,0,0,0,0,0,0,0,32,32,4132.231405,4132.231405,0,0,0,0,0,0,0,0,1,1,1,0,0,0,32,1,0,1,0,243,64,0,32,0,0,0,0,0,0,0,0,0,3
172.16.0.5-192.168.50.1-63720-80-6,63720,80,6,2,1,2,0,0,0,0,0,0,0,0,0,0,1500000,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,32,64,500000,1000000,0,0,0,0,0,0,0,0,1,1,2,0,0,0,32,1,0,2,0,64,243,0,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-31885-22-6,31885,22,6,10870778,33,36,2918,4378,648,0,88.42424242,158.8265623,976,121.6111111,285.6925698,671.157115,6.347291795,159864.3824,392346.0444,2037671,1,10870778,339711.8125,664258.1197,2570082,1,10381316,296609.0286,509418.9277,2037671,1,0,1072,1192,3.035661293,3.311630502,0,976,104.2285714,231.3764842,53535.07743,0,0,1,0,0,1,105.7391304,88.42424242,121.6111111,1072,33,2918,36,4378,29200,247,22,32,0,0,0,0,0,0,0,0,1,3
172.16.0.5-192.168.50.1-44252-22-6,44252,22,6,911,1,3,0,0,0,0,0,0,0,0,0,0,4390.779363,303.6666667,409.4585856,770,3,0,0,0,0,0,773,386.5,542.3509012,770,3,0,32,96,1097.694841,3293.084523,0,0,0,0,0,0,0,0,1,1,3,0,0,0,32,1,0,3,0,259,235,0,32,0,0,0,0,0,0,0,0,1,3
